event_number,event_text,predicted_label,confidence,pos_score,neu_score,neg_score,valence_event_continuous,arousal_event_score
11,"He felt a hand on his shoulder. “Hey, how you doing, kid? Still don't want to open your eyes?” It was Officer Brennan returning. Stephen could sense someone else was there. “Stephen, this is Dr. Coolidge. She wanted to ask you some questions.” Officer Brennan said.",neutral,0.7530906200408936,0.06887135654687881,0.7530906200408936,0.17803798615932465,-0.10916662961244583,0.24690937995910645
12,"“Hello, Stephen.” Dr. Coolidge said, as the officer grabbed an extra chair for her to sit on. “Are you in pain? Does your eyes bother you?” Dr. Coolidge said. “No, I just can't open them.” Stephen said, squirming in his seat. He decided to keep his eyes closed. He didn't want to see the doctor and officer.",negative,0.5963003039360046,0.03611861541867256,0.3675810992717743,0.5963003039360046,-0.5601816885173321,0.6324189007282257
13,"“Okay, if it makes you feel better to have your eyes closed, then do so.” Stephen nodded. “We would like to know what had happened. Take your time, and if it gets too scary, you can stop.”",neutral,0.6940680742263794,0.2145361751317978,0.6940680742263794,0.091395802795887,0.1231403723359108,0.3059319257736206
14,"“I was out with my friends in the woods. We have a boy's only house. Well, it's a big tent that we got from Michael's dad. We were hanging out even though it was getting late.” Stephen paused and licked his lips.",neutral,0.7340230345726013,0.23268085718154907,0.7340230345726013,0.03329610079526901,0.19938475638628006,0.2659769654273987
15,"“Who was there with you?” Dr. Coolidge said. “It was me, Tommy, Richard, Ismael, and Michael.” “What were you all doing in the tent?” “At first, we were reading comic books and eating gummy bears.” Stephen said, as his heartbeat accelerated, he was getting to the part that he did not want to talk about. “Yes?” Dr. Coolidge pressed gently.",neutral,0.6003034710884094,0.08622916042804718,0.6003034710884094,0.3134673237800598,-0.22723816335201263,0.3996965289115906
16,"“Richard took out his mom's gun from his backpack. He said that she kept the gun because she was afraid that her boyfriend would come back. He was showing it off. I didn't care about it. I just wanted to go back to reading Spider-Man comics, but...” Steven broke off. He closed his eyes tighter. “It's alright, Steven. If you don't want to say it,” Dr. Coolidge said.",neutral,0.6685221195220947,0.1755858212709427,0.6685221195220947,0.1558920443058014,0.019693776965141296,0.3314778804779053
17,"“I'll say it. Stephen shot me in the head.” Stephen recognized Richard's voice and shrunk back, falling off the chair. He could feel Richard's breath on his cheek. How could he still be alive? Stephen thought. “You shot me, liar!” Richard's voice echoed.",negative,0.739683985710144,0.017137816175818443,0.24317817389965057,0.739683985710144,-0.7225461695343256,0.7568218261003494
18,Stephen woke up panting. He felt cold sweat covering his body. His pajamas sticking to him as he tried to pull them off in bed. He staggered to his feet and slipped off his bottoms. Stephen grabbed his cell phone.,neutral,0.5890035629272461,0.06785327196121216,0.5890035629272461,0.34314316511154175,-0.2752898931503296,0.4109964370727539
19,"“Hey Siri, what time is it?” Stephen said. His cell phone answered back that it was about three in the morning. He decided to take a shower instead of going back to bed. The hot water wasn't enough to wash away the bad dream he had.",neutral,0.5566228032112122,0.0838896706700325,0.5566228032112122,0.35948747396469116,-0.27559780329465866,0.44337719678878784
20,"It kept playing out over and over in his mind. As the water streamed down his face, he realized that it reminded him of the blood that splattered on his face when the gun went off. Stephen staggered back onto a tiled wall and slid down. He wrapped his arms around him as he sobbed uncontrollably.",negative,0.7260866761207581,0.02472543902695179,0.24918793141841888,0.7260866761207581,-0.7013612370938063,0.7508120685815811
21,"Later that morning, Susan had arrived at around seven and had let herself in. She prepared him a breakfast of the usual, two scrambled eggs, two Canadian bacon strips, and sliced grapefruit. “Here you go, son.” Susan said.",neutral,0.860480785369873,0.12527193129062653,0.860480785369873,0.014247237704694271,0.11102469358593225,0.13951921463012695
22,"“I need to take my mother to a doctor's appointment. She just turned 90 not too long ago, and I feel she should go more often than not. Will you be all right for a couple of hours?” “Yes, that's fine. I can listen to my audio book outside,” he said.",neutral,0.7280051708221436,0.2083849161863327,0.7280051708221436,0.06360989809036255,0.14477501809597015,0.27199482917785645
23,"“Oh, that's a wonderful idea. Spring is finally starting up and you can feel the change. Well, I better get going. Unless there's anything else you need.” Susan said, “No, it's fine. Go ahead. Thank you for breakfast.” Stephen said, and he felt a squeezing hand on his shoulder.",positive,0.8922395706176758,0.8922395706176758,0.10255806893110275,0.0052023399621248245,0.887037230655551,0.8974419310688972
24,"After eating, Stephen placed the dirty dishes in the sink. He headed back upstairs to get his earphones, which he kept in his office. His white cane smacked into the desk chair, and he rested his hands on the desk. He searched around and came across what felt like a notepad. It occurred to him that he didn't own a notepad.",neutral,0.5704538822174072,0.06773867458105087,0.5704538822174072,0.3618074357509613,-0.29406876116991043,0.4295461177825928
25,"Maybe it's Susan's, but that means she's been in my office, he thought. Stephen opened it and ran his fingers over the pages. He could feel the slight indentation where writing implement was used.",neutral,0.8191747069358826,0.09947896003723145,0.8191747069358826,0.0813462883234024,0.01813267171382904,0.18082529306411743
26,"Closing it, he ran his fingers over the cover. There were letters, and it spelled out journal. This is definitely not mine, Stephen thought. Opening it again, he flipped a page that had pages attached to it. Newspaper clippings, he wondered. Stephen realized that if this was Susan's journal, he was being intrusive. Yet she did leave it here.",neutral,0.5449245572090149,0.05455892160534859,0.5449245572090149,0.400516539812088,-0.3459576182067394,0.4550754427909851
27,"He hadn't had this much curiosity since that night when Richard was showing off his gun. Stephen shuddered and gasped. He took out his phone from his back pocket. “Hey Siri, what day is it today?” Stephen said. Siri answered back, April 22. He almost dropped his phone.",neutral,0.5993602871894836,0.11360721290111542,0.5993602871894836,0.28703251481056213,-0.17342530190944672,0.40063971281051636
28,It was 23 years ago today that Richard was shot. Somehow he had forgotten. His desire to go outside to sit and listen to his audiobook was dashed.,negative,0.7034566402435303,0.024075204506516457,0.27246811985969543,0.7034566402435303,-0.6793814357370138,0.7275318801403046
29,"Stephen knew that he should call Tommy, Ismael, and Michael. Yet he didn't want to relive the memory, not this year. Besides the sobering recount of what had happened, he would have to endure the questioning about his eyes, and the tense silence filled with hate. They never voiced it, but he knew that they hated him because of what happened.",negative,0.8242756724357605,0.012765041552484035,0.16295936703681946,0.8242756724357605,-0.8115106308832765,0.8370406329631805
30,"Last year, Michael didn't show up at the bar to meet with them. Tommy had said that he had an emergency. Steven didn't believe it for a second. They're probably deciding to meet without me, he thought. Steven placed his phone on the desk and sat down without dialing any of them. He gripped his white cane between his legs and tightened his eyes.",neutral,0.6138216257095337,0.05139891803264618,0.6138216257095337,0.33477938175201416,-0.283380463719368,0.3861783742904663
31,"“I don't care about Dr. Acosta's lessons. I'm never opening my eyes again. It's better this way,” Steven told himself. “It's not my fault.” Stephen said out loud, but he knew it wasn't entirely true.",neutral,0.5245859026908875,0.10025844722986221,0.5245859026908875,0.37515562772750854,-0.27489718049764633,0.47541409730911255
32,"He was jealous when Richard pulled out the gun to show it off. Richard was always the cool one in the group. His mother gave him everything, even though they were known in the neighborhood as being poor. Stephen's father once told him that Richard's mother was a drug dealer, and that he should stay away from him.",neutral,0.46720942854881287,0.06913655996322632,0.46720942854881287,0.4636540114879608,-0.3945174515247345,0.5327905714511871
33,"Yet he kept hanging out with Richard, even though he hated him. Stephen didn't want to be alone. The others would never think of hanging with him without Richard.",neutral,0.5851118564605713,0.1104259341955185,0.5851118564605713,0.304462194442749,-0.19403626024723053,0.4148881435394287
34,"So when Richard took that gun out, Stephen had it in his mind to grab the weapon and pose with it like he was an action star, but not before scaring Richard. It didn't go as planned. He was not counting on there being bullets in the gun. Richard still had the gun in his hands. It was pointed towards his face when Stephen grabbed it.",neutral,0.5112154483795166,0.03634143993258476,0.5112154483795166,0.45244312286376953,-0.41610168293118477,0.4887845516204834
35,The police believed it was a mistake made by Richard and that Stephen was trying to take the gun away.,neutral,0.5637162923812866,0.01804105006158352,0.5637162923812866,0.4182426631450653,-0.4002016130834818,0.4362837076187134
36,"The stairs creaked, startling Stephen from his memory. He swung around in his desk chair. “Hello?” Stephen said, could it be Susan? But she said that she would be out for a couple of hours. She would have called to say that she was coming back, he wondered.",neutral,0.8106915354728699,0.07726559042930603,0.8106915354728699,0.11204277724027634,-0.034777186810970306,0.18930846452713013
37,"Stephen waited for the sound to return, but no sound came. Stupid old house, he thought.",negative,0.7266162037849426,0.02587580308318138,0.24750804901123047,0.7266162037849426,-0.7007404007017612,0.7524919509887695
38,"The hairs stood up on his arms as he felt a presence. “Who’s there?” Stephen said. A breeze crossed his face as if someone had walked past him. He shrunk back in his chair. Taking his white cane, he swung it back and forth. It didn't hit anything.",neutral,0.7876681685447693,0.09008301794528961,0.7876681685447693,0.12224873900413513,-0.03216572105884552,0.2123318314552307
39,"Suddenly, someone grabbed it and yanked it. Stephen hopped up to his feet and was dragged. He was being pulled out of the office. Just as he was about to pull it back, the person let go. Stephen caught a whiff of the perfume.",neutral,0.6261531710624695,0.053583838045597076,0.6261531710624695,0.32026293873786926,-0.2666791006922722,0.3738468289375305
40,"“Susan?” Before Stephen could turn around and confront the voice, he was pushed from behind. His eyes were forced open as his body went airborne and slammed into the staircase. He saw everything.",negative,0.5396037697792053,0.0320633240044117,0.42833295464515686,0.5396037697792053,-0.5075404457747936,0.5716670453548431
41,"Stephen's body lay in a crumbled heap at the bottom. Susan checked his pulse with a gloved hand. She smirked and took note of the white cane nearby. After grabbing her journal with the newspaper clippings and cleaning up, she left without so much as a backward glance.",neutral,0.7489930987358093,0.06750623136758804,0.7489930987358093,0.1835007220506668,-0.11599449068307877,0.2510069012641907
