event_number,event_text,predicted_label,confidence,pos_score,neu_score,neg_score,valence_event_continuous,arousal_event_score
11,"And the first person who really tried to invent this thing was none other than Galileo Galilei. Yeah, he's the one that discovered, hey, a pendulum swings at a constant rate, regardless of its size. I think we've got something here, boys. And unfortunately, he died before he could actually make a legit clock. Yeah, but he tried for like his whole life. Yeah. That's what killed him. It was the sharp pendulum. He's like, I regret everything.",negative,0.769216001033783,0.02568490244448185,0.2050991654396057,0.769216001033783,-0.7435310985893011,0.7949008345603943
12,"But a Dutch astronomer named Christiaan Huygens built the very first pendulum clock in the, what, 1657. And this is when, like apparently this is the most accurate timepiece ever in the history of the world.",positive,0.8402494192123413,0.8402494192123413,0.15464892983436584,0.005101689603179693,0.8351477296091616,0.8453510701656342
13,"Yeah, before that it was, the clocks were accurate within 15 minutes every 24 hours. It's pretty good. Sure, for the early 17th century. But then Huygens comes along and his was accurate within a minute every 24 hours. That's great.",positive,0.9018931984901428,0.9018931984901428,0.09050305187702179,0.0076037137769162655,0.8942894847132266,0.9094969481229782
14,"Finally, what he had produced was something that you could actually use for like scientific purposes, which again, as you said, he was an astronomer and you need precise clocks for astronomy. So he kind of made a scientific instrument for himself more than, you know, let's make something that everybody sets their watch to.",neutral,0.735256552696228,0.20527677237987518,0.735256552696228,0.059466734528541565,0.14581003785133362,0.264743447303772
15,"Yeah, so his wasn't a long case clock though, but because people like to invent and build on others' work, of course it’s got bigger and bigger.",positive,0.7633437514305115,0.7633437514305115,0.2231685221195221,0.013487715274095535,0.7498560361564159,0.7768314778804779
16,"And eventually in London, and what, not even too many years later, three or four years later, the very first long case clocks started, like six feet tall, started to be released for purchase.",neutral,0.8661895394325256,0.09340692311525345,0.8661895394325256,0.040403515100479126,0.05300340801477432,0.13381046056747437
17,"Yeah, and there was a dude named Clement. I can't remember his first name, but he basically made the pendulum so precise that all of a sudden there was a clock that was accurate within a second over 24 hours. And so they added minute hands and second hands and really started to show off.",neutral,0.6080094575881958,0.3085120916366577,0.6080094575881958,0.0834784135222435,0.22503367811441422,0.3919905424118042
18,"But at the time, in the late 17th, early 18th centuries, You had to literally be royalty to afford a clock like this. And then over time, again, as they figured out shortcuts and there were improvements in manufacturing, you just had to be somewhat rich to afford them. And they started to spread and they started to kind of encase them in wood. They started really kind of tricking them out and everything. They made the pendulum look really beautiful.",positive,0.6861472725868225,0.6861472725868225,0.2824074327945709,0.031445275992155075,0.6547019965946674,0.7175925672054291
19,"And then what you know and love as a grandfather clock really kind of was developed between, I think, Up to about 1850, I think, right? From the late 17th century up to 1850. That sounds about right. And then that was like kind of the golden age of the grandfather clock. And then they just stopped progressing. They said, this is perfect. This is the grandfather clock, although we don't call it that yet. And we're going to just leave it as is and say, we're happy with this model.",positive,0.6243123412132263,0.6243123412132263,0.34437769651412964,0.031310006976127625,0.5930023342370987,0.6556223034858704
20,"Yeah, so put a pin in that and then we switch on over to the story of a man named Henry Clay Work who was born in Connecticut in 1832. He was a musician, a singer-songwriter, very emo from what I understand. A little bit, I got that too. And it was back in the days when you would write like war songs.",neutral,0.7896643877029419,0.1049831211566925,0.7896643877029419,0.1053525060415268,-0.00036938488483428955,0.2103356122970581
21,That doesn't happen much today unless you count like Toby Keith Whatever work he's doing right whatever good work he's doing. But he was a champion of the north and he had a song called Kingdom Coming a pro-union ballad which gave him a music contract with a publishing firm named Root and Katie or Caddy?,neutral,0.6469446420669556,0.29026734828948975,0.6469446420669556,0.06278802454471588,0.22747932374477386,0.35305535793304443
22,"And he started pumping out hits over like the next decade or so until hard times fell. He made some bad financial moves. Two of his kids died in the 1870s. And so he kind of fell on hard times. But he would come back with a big, big hit called grandfather's clock.",negative,0.5884509086608887,0.04937129467725754,0.3621777892112732,0.5884509086608887,-0.5390796139836311,0.6378222107887268
23,"Right. And this is actually where the name grandfather clock comes from. It's from this guy's song. And it's a pretty sweet song, actually. It's very sad. He basically sings about how his grandfather, his great-grandparents bought a long-case clock on the day his grandfather was born. Yeah. What a great baby gift. Right, exactly. Here you go, kid. Maybe someday you'll be this tall. Who knows? Here's a grandfather, a long-case clock and a wooby. Right, exactly. Don't let it fall on you.",positive,0.7760606408119202,0.7760606408119202,0.18971024453639984,0.0342290885746479,0.7418315522372723,0.8102897554636002
24,"But they, so they bought, yeah, I guess now that you pointed out it’s a weird baby gift, but it was a great sturdy, reliable clock and it worked through the grandfather's whole life until, until the day he died and the day that the grandfather died, the clock stopped as well and it still hasn't worked since.",neutral,0.5916761159896851,0.21139760315418243,0.5916761159896851,0.19692625105381012,0.014471352100372314,0.40832388401031494
25,"Yeah, here's the lyric. My grandfather's clock was too large for the shelf, so it stood 90 years on the floor. It was bought on the morn’ of the day he was born, and was always his treasure and pride, but it stopped short, never to go again when the old man died.",neutral,0.5217129588127136,0.15316805243492126,0.5217129588127136,0.32511889934539795,-0.17195084691047668,0.4782870411872864
26,"Yeah, and America was like, oh, God, this is the greatest song anyone will ever write. We can just stop. We can stop improving on grandfather clocks. We can stop writing songs now. And the two come together in this writing by Work, or this song by Henry Clay Work, right?",positive,0.6847788095474243,0.6847788095474243,0.2540285289287567,0.06119268760085106,0.6235861219465733,0.7459714710712433
27,"Yeah, it was a big, big hit. He sold close to a million copies, made the equivalent of about $95,000 on the song. Johnny Cash would record it. Prairie Home Companion spoofed it. I think Skrillex. Just kidding. Remixed it. It was in a video game called Five Nights at Freddy's.",positive,0.5915618538856506,0.5915618538856506,0.3924148678779602,0.016023259609937668,0.575538594275713,0.6075851321220398
28,"Yeah, and if you look it up in the OED, the Oxford English Dictionary, if you look up grandfather clock, it attributes the etymology of that term to Work. Yeah. Henry Clay Work.",neutral,0.7275047898292542,0.11703331023454666,0.7275047898292542,0.1554618626832962,-0.03842855244874954,0.27249521017074585
29,"But his name does not stick to the brain. No. Even having Henry Clay in it. I know. You think that would do it for us. Yeah, but Henry Clay Work, it just does not stick. So it was a huge deal and there's, it's pretty much undisputed. I think it's 100% undisputed that Henry Clay Work was the person who came up with this song that later became the name for long case clocks, grandfather clocks. Right.",neutral,0.48974815011024475,0.10858448594808578,0.48974815011024475,0.40166738629341125,-0.29308290034532547,0.5102518498897552
